"outcome","statement","odd_mydat","even_mydat"
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,2
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",2,3
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",3,3
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,2
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,1
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,2
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",3,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,2
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,4
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",4,5
48,"Minimize the time it takes for a data science team to build and deploy AI/ML models.",5,5
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",2,5
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",3,3
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",2,5
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",3,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",3,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,5
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",1,NA
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",1,5
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",3,3
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",3,4
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",4,2
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",1,NA
49,"Minimize the likelihood that an AI/ML platform is difficult to configure for specific use cases due to lack of an easy to use UI for platform administrators",2,2
